population,minimum_age,maximum_age,gender,zipcode,geo_id
0,5,9,female,19735,8600000US19735
0,18,19,female,19736,8600000US19736
0,62,64,male,19736,8600000US19736
0,10,14,female,19902,8600000US19902
0,40,44,male,19902,8600000US19902
0,65,66,female,19936,8600000US19936
0,21,21,male,19944,8600000US19944
0,21,21,male,20045,8600000US20045
0,22,24,female,20045,8600000US20045
0,50,54,female,20053,8600000US20053
0,21,21,male,20053,8600000US20053
0,70,74,female,20053,8600000US20053
0,80,84,female,20064,8600000US20064
0,10,14,female,20118,8600000US20118
0,80,84,female,20202,8600000US20202
0,5,9,female,20202,8600000US20202
0,21,21,male,20204,8600000US20204
0,70,74,female,20204,8600000US20204
0,60,61,male,20204,8600000US20204
0,30,34,female,20204,8600000US20204
0,65,66,male,20204,8600000US20204
0,,,,20228,8600000US20228
0,20,20,female,20228,8600000US20228
0,65,66,female,20228,8600000US20228
0,10,14,male,20230,8600000US20230
0,60,61,male,20230,8600000US20230
0,30,34,female,20230,8600000US20230
0,62,64,female,20240,8600000US20240
0,45,49,male,20240,8600000US20240
0,0,4,male,20240,8600000US20240
0,67,69,male,20245,8600000US20245
0,25,29,female,20245,8600000US20245
0,10,14,female,20245,8600000US20245
0,35,39,female,20245,8600000US20245
0,25,29,female,20260,8600000US20260
0,,,female,20260,8600000US20260
0,10,14,male,20307,8600000US20307
0,62,64,female,20307,8600000US20307
0,20,20,female,20317,8600000US20317
0,22,24,female,20317,8600000US20317
0,25,29,female,20317,8600000US20317
0,30,34,female,20319,8600000US20319
0,80,84,female,20319,8600000US20319
0,50,54,female,20373,8600000US20373
0,10,14,female,20373,8600000US20373
0,55,59,male,20373,8600000US20373
0,80,84,female,20390,8600000US20390
0,20,20,male,20405,8600000US20405
0,15,17,male,20405,8600000US20405
0,62,64,female,20405,8600000US20405
0,85,,male,20405,8600000US20405
0,25,29,male,20405,8600000US20405
0,65,66,male,20418,8600000US20418
0,67,69,female,20418,8600000US20418
0,22,24,female,20418,8600000US20418
0,85,,female,20418,8600000US20418
0,25,29,male,20418,8600000US20418
0,62,64,female,20427,8600000US20427
0,0,4,male,20427,8600000US20427
0,20,20,female,20506,8600000US20506
0,80,84,female,20510,8600000US20510
0,35,39,female,20535,8600000US20535
0,40,44,female,20535,8600000US20535
0,10,14,male,20535,8600000US20535
0,80,84,male,20535,8600000US20535
0,50,54,male,20540,8600000US20540
0,40,44,female,20540,8600000US20540
0,18,19,male,20540,8600000US20540
0,,,male,20540,8600000US20540
0,60,61,male,20540,8600000US20540
0,50,54,male,20551,8600000US20551
0,,,,20551,8600000US20551
0,5,9,male,20551,8600000US20551
0,80,84,male,20553,8600000US20553
0,18,19,male,20553,8600000US20553
0,50,54,male,20553,8600000US20553
0,45,49,male,20553,8600000US20553
0,10,14,female,20560,8600000US20560
0,70,74,female,20560,8600000US20560
0,18,19,female,20560,8600000US20560
0,22,24,female,20560,8600000US20560
0,21,21,female,20560,8600000US20560
0,45,49,female,20566,8600000US20566
0,21,21,male,20593,8600000US20593
0,65,66,male,20660,8600000US20660
0,80,84,male,20667,8600000US20667
0,55,59,female,20701,8600000US20701
0,62,64,male,20742,8600000US20742
0,20,20,male,20838,8600000US20838
0,18,19,female,20899,8600000US20899
0,80,84,male,20899,8600000US20899
0,60,61,female,21010,8600000US21010
0,45,49,female,21031,8600000US21031
0,21,21,female,21031,8600000US21031
0,85,,male,21031,8600000US21031
0,55,59,female,21105,8600000US21105
0,22,24,female,21240,8600000US21240
0,5,9,male,21240,8600000US21240
0,55,59,female,21250,8600000US21250
0,80,84,female,21250,8600000US21250
0,10,14,female,21250,8600000US21250
0,75,79,male,21250,8600000US21250
0,85,,female,21251,8600000US21251
0,0,4,female,21251,8600000US21251
0,5,9,male,21252,8600000US21252
0,75,79,male,21252,8600000US21252
0,80,84,male,21523,8600000US21523
0,50,54,male,21627,8600000US21627
0,85,,female,21641,8600000US21641
0,21,21,female,21641,8600000US21641
0,65,66,female,21675,8600000US21675
0,62,64,male,21675,8600000US21675
0,75,79,male,21705,8600000US21705
0,65,66,female,21705,8600000US21705
0,21,21,male,21705,8600000US21705
0,30,34,male,21717,8600000US21717
0,18,19,female,21717,8600000US21717
0,15,17,female,21746,8600000US21746
0,67,69,female,21746,8600000US21746
0,80,84,male,21781,8600000US21781
0,62,64,female,21781,8600000US21781
0,18,19,male,21790,8600000US21790
0,35,39,female,21802,8600000US21802
0,5,9,female,21824,8600000US21824
0,80,84,female,21824,8600000US21824
0,21,21,male,21824,8600000US21824
0,70,74,female,21890,8600000US21890
0,25,29,female,21916,8600000US21916
0,5,9,female,21916,8600000US21916
0,30,34,male,21916,8600000US21916
0,18,19,female,21916,8600000US21916
0,20,20,female,21930,8600000US21930
0,45,49,female,21930,8600000US21930
0,55,59,female,22035,8600000US22035
0,,,female,22035,8600000US22035
0,50,54,male,22035,8600000US22035
0,22,24,female,22185,8600000US22185
0,20,20,male,22185,8600000US22185
0,18,19,female,22185,8600000US22185
0,75,79,male,22185,8600000US22185
0,30,34,male,22185,8600000US22185
0,70,74,male,22214,8600000US22214
0,22,24,female,22214,8600000US22214
0,75,79,male,22448,8600000US22448
0,85,,female,22448,8600000US22448
0,75,79,female,22448,8600000US22448
